time,bus1.v_a,bus1.v_b,bus1.v_c,bus2.v_a,bus2.v_b,bus2.v_c,line1.i_a,line1.i_b,line1.i_c
0.00022000000000000001,168.01851506673898,-71.207077853563703,-96.811437215166734,164.95847340108838,-73.092663089959501,-91.865810312879916,11.037721192184048,-11.787207516648099,0.74948632444586694
0.00024000000000000001,167.90228537503586,-70.052267720520135,-97.850017656505713,164.87206625856373,-71.972649679750674,-92.89941658056442,11.091978418846599,-11.742094220051543,0.65011580118520051
0.00026000000000000003,167.77650304203868,-68.893396874886079,-98.883106169140973,164.77628065055563,-70.848468401714001,-93.927812250593007,11.145608700015478,-11.696310456544079,0.55070175650731235
0.00028000000000000003,167.64118922801737,-67.730668059329872,-99.910521170674158,164.67113226687579,-69.720317290969049,-94.95081497765814,11.198601716028447,-11.649864890086871,0.45126317403560223
0.00030000000000000003,167.49633901381395,-66.56403414197564,-100.93230487382321,164.55661746009147,-68.588150310010434,-95.968467151832328,11.250959865912034,-11.602755506556562,0.35179564062019192
0.00032000000000000003,167.34197089632207,-65.393649355970823,-101.9483215423342,164.43275115361334,-67.452116137900049,-96.980635017464465,11.302677269394595,-11.554987628319678,0.2523103588992443
0.00034000000000000002,167.17808900159895,-64.219548453864419,-102.95854054971549,164.29953665807224,-66.312248310041014,-97.987288349782233,11.353752567224175,-11.506562476710146,0.15280990945864656
0.00036000000000000002,167.00470253735423,-63.041790173526934,-103.96291236580616,164.15698148030481,-65.168604262277142,-98.9883772197784,11.404182896916558,-11.457482838265927,0.053299941320572065
0.00038000000000000002,166.82182528701998,-61.860472434155056,-104.96135285484155,164.00509679452631,-64.021279213781227,-99.983817582495476,11.453963882778998,-11.40775285188244,-0.046211030926808221
0.00040000000000000002,166.62945620610898,-60.675581966506485,-105.95387424157678,163.84388202392716,-62.870260134194474,-100.97362189148262,11.503096462556149,-11.357371776477599,-0.14572468611024161
0.00042000000000000002,166.42762204290963,-59.487286683911563,-106.94033536096988,163.67335987376333,-61.715709826729217,-101.95765004878345,11.551574436048009,-11.306346028284263,-0.24522840779686131
0.00044000000000000002,166.21632674094732,-58.295611341991069,-107.92071540092546,163.49353369149208,-60.557652293616677,-102.93588139962395,11.59939688915324,-11.254676553253706,-0.34472033593406148
